Date,price
27/07/2020,10990.87305
28/07/2020,10912.82324
29/07/2020,11100.46777
30/07/2020,11111.21387
31/07/2020,11323.4668
01/08/2020,11759.59277
02/08/2020,11053.61426
03/08/2020,11246.34863
04/08/2020,11205.89258
05/08/2020,11747.02246
06/08/2020,11779.77344
07/08/2020,11601.47266
08/08/2020,11754.0459
09/08/2020,11675.73926
10/08/2020,11878.11133
11/08/2020,11410.52539
12/08/2020,11584.93457
13/08/2020,11784.1377
14/08/2020,11768.87109
15/08/2020,11865.69824
16/08/2020,11892.80371
17/08/2020,12254.40234
18/08/2020,11991.2334
19/08/2020,11758.2832
20/08/2020,11878.37207
21/08/2020,11592.48926
22/08/2020,11681.8252
23/08/2020,11664.84766
24/08/2020,11774.5957
25/08/2020,11366.13477
26/08/2020,11488.36328
27/08/2020,11323.39746
28/08/2020,11542.5
29/08/2020,11506.86523
30/08/2020,11711.50586
31/08/2020,11680.82031
01/09/2020,11970.47852
02/09/2020,11414.03418
03/09/2020,10245.29688
04/09/2020,10511.81348
05/09/2020,10169.56738
06/09/2020,10280.35156
07/09/2020,10369.56348
08/09/2020,10131.5166
09/09/2020,10242.34766
10/09/2020,10363.13867
11/09/2020,10400.91504
12/09/2020,10442.1709
13/09/2020,10323.75586
14/09/2020,10680.83789
15/09/2020,10796.95117
16/09/2020,10974.90527
17/09/2020,10948.99023
18/09/2020,10944.58594
19/09/2020,11094.34668
20/09/2020,10938.27148
21/09/2020,10462.25977
22/09/2020,10538.45996
23/09/2020,10246.18652
24/09/2020,10760.06641
25/09/2020,10692.7168
26/09/2020,10750.72363
27/09/2020,10775.26953
28/09/2020,10709.65234
29/09/2020,10844.64063
30/09/2020,10784.49121
01/10/2020,10619.45215
02/10/2020,10575.97461
03/10/2020,10549.3291
04/10/2020,10669.58301
05/10/2020,10793.33984
06/10/2020,10604.40625
07/10/2020,10668.96875
08/10/2020,10915.68555
09/10/2020,11064.45801
10/10/2020,11296.36133
11/10/2020,11384.18164
12/10/2020,11555.36328
13/10/2020,11425.89941
14/10/2020,11429.50684
15/10/2020,11495.34961
16/10/2020,11322.12305
17/10/2020,11358.10156
18/10/2020,11483.35938
19/10/2020,11742.03711
20/10/2020,11916.33496
21/10/2020,12823.68945
22/10/2020,12965.8916
23/10/2020,12931.53906
24/10/2020,13108.0625
25/10/2020,13031.17383
26/10/2020,13075.24805
27/10/2020,13654.21875
28/10/2020,13271.28516
29/10/2020,13437.88281
30/10/2020,13546.52246
31/10/2020,13780.99512
01/11/2020,13737.10938
02/11/2020,13550.48926
03/11/2020,13950.30078
04/11/2020,14133.70703
05/11/2020,15579.84863
06/11/2020,15565.88086
07/11/2020,14833.75391
08/11/2020,15479.56738
09/11/2020,15332.31543
10/11/2020,15290.90234
11/11/2020,15701.33984
12/11/2020,16276.34375
13/11/2020,16317.80859
14/11/2020,16068.13867
15/11/2020,15955.58789
16/11/2020,16716.11133
17/11/2020,17645.40625
18/11/2020,17804.00586
19/11/2020,17817.08984
20/11/2020,18621.31445
21/11/2020,18642.23242
22/11/2020,18370.00195
23/11/2020,18364.12109
24/11/2020,19107.46484
25/11/2020,18732.12109
26/11/2020,17150.62305
27/11/2020,17108.40234
28/11/2020,17717.41406
29/11/2020,18177.48438
30/11/2020,19625.83594
01/12/2020,18802.99805
02/12/2020,19201.0918
03/12/2020,19445.39844
04/12/2020,18699.76563
05/12/2020,19154.23047
06/12/2020,19345.12109
07/12/2020,19191.63086
08/12/2020,18321.14453
09/12/2020,18553.91602
10/12/2020,18264.99219
11/12/2020,18058.9043
12/12/2020,18803.65625
13/12/2020,19142.38281
14/12/2020,19246.64453
15/12/2020,19417.07617
16/12/2020,21310.59766
17/12/2020,22805.16211
18/12/2020,23137.96094
19/12/2020,23869.83203
20/12/2020,23477.29492
21/12/2020,22803.08203
22/12/2020,23783.0293
23/12/2020,23241.3457
24/12/2020,23735.94922
25/12/2020,24664.79102
26/12/2020,26437.03711
27/12/2020,26272.29492
28/12/2020,27084.80859
29/12/2020,27362.4375
30/12/2020,28840.95313
31/12/2020,29001.7207
01/01/2021,29374.15234
02/01/2021,32127.26758
03/01/2021,32782.02344
04/01/2021,31971.91406
05/01/2021,33992.42969
06/01/2021,36824.36328
07/01/2021,39371.04297
08/01/2021,40797.60938
09/01/2021,40254.54688
10/01/2021,38356.44141
11/01/2021,35566.65625
12/01/2021,33922.96094
13/01/2021,37316.35938
14/01/2021,39187.32813
15/01/2021,36825.36719
16/01/2021,36178.14063
17/01/2021,35791.27734
18/01/2021,36630.07422
19/01/2021,36069.80469
20/01/2021,35547.75
21/01/2021,30825.69922
22/01/2021,33005.76172
23/01/2021,32067.64258
24/01/2021,32289.37891
25/01/2021,32366.39258
26/01/2021,32569.84961
27/01/2021,30432.54688
28/01/2021,33466.09766
29/01/2021,34316.38672
30/01/2021,34269.52344
31/01/2021,33114.35938
01/02/2021,33537.17578
02/02/2021,35510.28906
03/02/2021,37472.08984
04/02/2021,36926.06641
05/02/2021,38144.30859
06/02/2021,39266.01172
07/02/2021,38903.44141
08/02/2021,46196.46484
09/02/2021,46481.10547
10/02/2021,44918.18359
11/02/2021,47909.33203
12/02/2021,47504.85156
13/02/2021,47105.51563
14/02/2021,48717.28906
15/02/2021,47945.05859
16/02/2021,49199.87109
17/02/2021,52149.00781
18/02/2021,51679.79688
19/02/2021,55888.13281
20/02/2021,56099.51953
21/02/2021,57539.94531
22/02/2021,54207.32031
23/02/2021,48824.42578
24/02/2021,49705.33203
25/02/2021,47093.85156
26/02/2021,46339.76172
27/02/2021,46188.45313
28/02/2021,45137.76953
01/03/2021,49631.24219
02/03/2021,48378.98828
03/03/2021,50538.24219
04/03/2021,48561.16797
05/03/2021,48927.30469
06/03/2021,48912.38281
07/03/2021,51206.69141
08/03/2021,52246.52344
09/03/2021,54824.11719
10/03/2021,56008.55078
11/03/2021,57805.12109
12/03/2021,57332.08984
13/03/2021,61243.08594
14/03/2021,59302.31641
15/03/2021,55907.19922
16/03/2021,56804.90234
17/03/2021,58870.89453
18/03/2021,57858.92188
19/03/2021,58346.65234
20/03/2021,58313.64453
21/03/2021,57523.42188
22/03/2021,54529.14453
23/03/2021,54738.94531
24/03/2021,52774.26563
25/03/2021,51704.16016
26/03/2021,55137.3125
27/03/2021,55973.51172
28/03/2021,55950.74609
29/03/2021,57750.19922
30/03/2021,58917.69141
31/03/2021,58918.83203
01/04/2021,59095.80859
02/04/2021,59384.3125
03/04/2021,57603.89063
04/04/2021,58758.55469
05/04/2021,59057.87891
06/04/2021,58192.35938
07/04/2021,56048.9375
08/04/2021,58323.95313
09/04/2021,58245.00391
10/04/2021,59793.23438
11/04/2021,60204.96484
12/04/2021,59893.45313
13/04/2021,63503.45703
14/04/2021,63109.69531
15/04/2021,63314.01172
16/04/2021,61572.78906
17/04/2021,60683.82031
18/04/2021,56216.18359
19/04/2021,55724.26563
20/04/2021,56473.03125
21/04/2021,53906.08984
22/04/2021,51762.27344
23/04/2021,51093.65234
24/04/2021,50050.86719
25/04/2021,49004.25391
26/04/2021,54021.75391
27/04/2021,55033.11719
28/04/2021,54824.70313
29/04/2021,53555.10938
30/04/2021,57750.17578
01/05/2021,57828.05078
02/05/2021,56631.07813
03/05/2021,57200.29297
04/05/2021,53333.53906
05/05/2021,57424.00781
06/05/2021,56396.51563
07/05/2021,57356.40234
08/05/2021,58803.77734
09/05/2021,58232.31641
10/05/2021,55859.79688
11/05/2021,56704.57422
12/05/2021,49150.53516
13/05/2021,49716.19141
14/05/2021,49880.53516
15/05/2021,46760.1875
16/05/2021,46456.05859
17/05/2021,43537.51172
